K Value,Random State,TN,FP,FN,TP,Accuracy,Precision,Recall,F1-Score
45,2067,8166,33,2167,380,0.7952726595942676,0.7902835575341141,0.9959751189169411,0.8812864234837039
45,4133,8191,29,2121,405,0.7999255536943979,0.7943173002327386,0.9964720194647202,0.8839844593136197
45,6741,8127,29,2170,420,0.7953657174762703,0.7892590074779062,0.9964443354585582,0.8808323849780525
45,9931,8123,27,2192,404,0.7935045598362181,0.7874939408628211,0.9966871165644172,0.8798266991605741
45,58146,8125,33,2213,375,0.7909919970221477,0.78593538402012,0.9959548909046335,0.878568339100346
45,79327,8177,24,2159,386,0.7968546435883119,0.7911184210526315,0.9970735276185831,0.8822355289421158
45,3114652,8065,23,2256,402,0.7879210869160618,0.7814165294060653,0.9971562809099901,0.8762018577869521
45,8538320,8091,31,2208,416,0.791643402196166,0.7856102534226624,0.9961832061068703,0.8784539384398242
46,80,8119,29,2215,383,0.791178112786153,0.7856589897425973,0.9964408443789887,0.8785845687696138
46,225,8113,17,2206,410,0.7931323283082077,0.7862195949219886,0.9979089790897909,0.8795056642636457
46,2067,8169,30,2173,374,0.7949934859482598,0.7898859021465867,0.9963410171972191,0.8811822447548676
46,4133,8197,23,2137,389,0.7989949748743719,0.7932068898780724,0.9972019464720194,0.8835830548668752
46,6741,8130,26,2187,403,0.7940629071282338,0.7880197731898808,0.9968121628249141,0.8802035403020625
46,9931,8128,22,2202,394,0.7930392704262051,0.7868344627299129,0.9973006134969326,0.8796536796536797
46,58146,8127,31,2223,365,0.7902475339661269,0.7852173913043479,0.9962000490316254,0.8782148260211802
46,79327,8183,18,2164,381,0.7969477014703146,0.7908572533101382,0.9978051457139373,0.8823592840198403
46,3114652,8065,23,2266,392,0.7869905080960358,0.7806601490659181,0.9971562809099901,0.8757261523426896
46,8538320,8096,26,2225,399,0.7905267076121347,0.7844201143300068,0.9967988180251169,0.8779482730575285
47,80,8116,32,2213,385,0.7910850549041504,0.7857488624261787,0.9960726558664703,0.878497591600368
47,225,8112,18,2200,416,0.7935976177182207,0.7866563227307991,0.9977859778597786,0.8797310486932004
47,2067,8168,31,2170,377,0.795179601712265,0.7900947958986264,0.9962190511037932,0.8812644980309652
47,4133,8192,28,2130,396,0.7991810906383771,0.7936446425111412,0.9965936739659368,0.883615575450329
47,6741,8129,27,2181,409,0.7945281965382468,0.7884578079534432,0.9966895537027954,0.8804288963500487
47,9931,8126,24,2199,397,0.7931323283082077,0.7870217917675545,0.9970552147239263,0.8796752368064953
47,58146,8127,31,2219,369,0.7906197654941374,0.7855209742895806,0.9962000490316254,0.8784046692607004
47,79327,8180,21,2160,385,0.7970407593523171,0.7911025145067698,0.9974393366662602,0.8823688042716143
47,3114652,8065,23,2261,397,0.7874557975060488,0.7810381561107883,0.9971562809099901,0.8759639404800695
47,8538320,8093,29,2218,406,0.7908989391401452,0.7848899233827951,0.9964294508741689,0.8780990614658492
48,80,8120,28,2217,381,0.7910850549041504,0.785527715971752,0.9965635738831615,0.8785501758182311
48,225,8116,14,2212,404,0.7928531546621999,0.7858249419054996,0.9982779827798278,0.8794018853613611
48,2067,8171,28,2176,371,0.7949004280662572,0.7896974968589929,0.9965849493840713,0.8811603580286854
48,4133,8195,25,2143,383,0.798250511818351,0.7927065196362932,0.9969586374695864,0.8831770664942342
48,6741,8130,26,2187,403,0.7940629071282338,0.7880197731898808,0.9968121628249141,0.8802035403020625
48,9931,8131,19,2204,392,0.7931323283082077,0.7867440735365263,0.9976687116564417,0.8797403299972951
48,58146,8129,29,2224,364,0.7903405918481295,0.7851830387327344,0.9964452071586173,0.8782885851655773
48,79327,8181,20,2166,379,0.7965754699423041,0.7906639605682807,0.9975612730154859,0.8821436273452663
48,3114652,8069,19,2271,387,0.7868974502140331,0.7803675048355899,0.9976508407517309,0.8757325808552203
48,8538320,8096,26,2230,394,0.7900614182021217,0.7840402866550455,0.9967988180251169,0.8777103209019946
49,80,8118,30,2212,386,0.7913642285501582,0.785866408518877,0.9963181148748159,0.8786665223509038
49,225,8113,17,2208,408,0.7929462125442025,0.7860672415463618,0.9979089790897909,0.8794103300634112
49,2067,8171,28,2174,373,0.7950865438302624,0.7898501691638473,0.9965849493840713,0.8812553925798102
49,4133,8192,28,2136,390,0.7986227433463614,0.7931835786212239,0.9965936739659368,0.8833297390554238
49,6741,8130,26,2186,404,0.7941559650102363,0.7880961613028306,0.9968121628249141,0.8802511909917714
49,9931,8129,21,2202,394,0.7931323283082077,0.7868550963120705,0.9974233128834356,0.8797143011741789
49,58146,8129,29,2219,369,0.7908058812581426,0.7855624275222265,0.9964452071586173,0.8785258834972441
49,79327,8179,22,2162,383,0.7967615857063093,0.7909293105115559,0.9973174003170345,0.8822133534678027
49,3114652,8068,20,2271,387,0.7868043923320305,0.7803462617274398,0.9975272007912958,0.8756715688934715
49,8538320,8094,28,2227,397,0.7901544760841244,0.7842263346574945,0.9965525732578183,0.877731388602722
50,80,8121,27,2219,379,0.7909919970221477,0.7853965183752418,0.9966863033873343,0.8785157940285591
50,225,8118,12,2220,396,0.7922948073701842,0.7852582704585026,0.9985239852398524,0.8791423001949318
50,2067,8175,24,2184,363,0.7945281965382468,0.7891688386909933,0.9970728137577753,0.8810216618170061
50,4133,8197,23,2152,374,0.7975991066443328,0.7920572035945502,0.9972019464720194,0.8828692982928535
50,6741,8130,26,2192,398,0.7935976177182207,0.7876380546405736,0.9968121628249141,0.8799653642169065
50,9931,8130,20,2213,383,0.7922017494881817,0.7860388668664797,0.9975460122699387,0.8792516087168117
50,58146,8130,28,2227,361,0.7901544760841244,0.7849763445013035,0.9965677862221133,0.8782068593032676
50,79327,8181,20,2170,375,0.7962032384142937,0.7903584194763791,0.9975612730154859,0.8819534282018111
50,3114652,8069,19,2273,385,0.7867113344500279,0.780216592535293,0.9976508407517309,0.8756375474769398
50,8538320,8096,26,2239,385,0.7892238972640983,0.7833575229801645,0.9967988180251169,0.8772823319065938
51,80,8121,27,2217,381,0.791178112786153,0.78554846198491,0.9966863033873343,0.8786108406361571
51,225,8115,15,2215,401,0.7924809231341895,0.7855759922555663,0.9981549815498155,0.8791982665222102
51,2067,8173,26,2182,365,0.7945281965382468,0.7892805408015452,0.9968288815709233,0.8809960116416946
51,4133,8196,24,2147,379,0.7979713381723432,0.7924199941989751,0.997080291970803,0.8830469212950492
51,6741,8128,28,2191,399,0.7935045598362181,0.7876732241496269,0.9965669445806769,0.8798917456021651
51,9931,8127,23,2210,386,0.7922017494881817,0.7862048950372449,0.9971779141104294,0.8792124195380536
51,58146,8130,28,2226,362,0.7902475339661269,0.7850521436848203,0.9965677862221133,0.8782542940477477
51,79327,8180,21,2169,376,0.7962032384142937,0.790414532805102,0.9974393366662602,0.8819407008086253
51,3114652,8068,20,2270,388,0.7868974502140331,0.7804217450183788,0.9975272007912958,0.8757190925865626
51,8538320,8096,26,2236,388,0.7895030709101061,0.7835849787069299,0.9967988180251169,0.8774249485206459
52,80,8122,26,2223,375,0.7907128233761399,0.7851135814403093,0.9968090328915071,0.878386416481912
52,225,8117,13,2227,389,0.7915503443141634,0.7847061098221191,0.9984009840098401,0.878748511421457
52,2067,8175,24,2185,362,0.7944351386562442,0.7890926640926641,0.9970728137577753,0.8809741904197426
52,4133,8201,19,2160,366,0.7972268751163224,0.7915259144870186,0.9976885644768857,0.8827296700931059
52,6741,8131,25,2197,393,0.7932253861902103,0.7872773044151821,0.9969347719470328,0.8797879246916254
52,9931,8130,20,2217,379,0.7918295179601712,0.7857349956509133,0.9975460122699387,0.8790614694274748
52,58146,8130,28,2230,358,0.7898753024381165,0.7847490347490348,0.9965677862221133,0.8780645858084026
52,79327,8181,20,2178,367,0.7954587753582728,0.789748045178106,0.9975612730154859,0.8815732758620689
52,3114652,8070,18,2281,377,0.7860599292760097,0.7796348178919911,0.9977744807121661,0.8753186181463203
52,8538320,8098,24,2252,372,0.7882002605620696,0.7824154589371981,0.9970450627924157,0.8767864876569944
53,80,8121,27,2221,377,0.7908058812581426,0.7852446335331658,0.9966863033873343,0.8784207679826934
53,225,8116,14,2222,394,0.7919225758421738,0.7850648094408976,0.9982779827798278,0.8789257093350661
53,2067,8174,25,2182,365,0.7946212544202494,0.7893008883738896,0.9969508476643493,0.8810563190514686
53,4133,8199,21,2154,372,0.7975991066443328,0.7919443639524776,0.9974452554744525,0.8828945243094815
53,6741,8128,28,2192,398,0.7934115019542155,0.7875968992248062,0.9965669445806769,0.8798441221043516
53,9931,8130,20,2217,379,0.7918295179601712,0.7857349956509133,0.9975460122699387,0.8790614694274748
53,58146,8129,29,2228,360,0.7899683603201191,0.7848797914453992,0.9964452071586173,0.8780988387793681
53,79327,8180,21,2177,368,0.7954587753582728,0.7898039972965144,0.9974393366662602,0.8815605129863132
53,3114652,8070,18,2280,378,0.7861529871580123,0.7797101449275362,0.9977744807121661,0.875366091767003
53,8538320,8097,25,2242,382,0.7890377815000931,0.7831511751620079,0.9969219404087664,0.877200585017063
54,80,8124,24,2229,369,0.7903405918481295,0.7847000869313242,0.9970544918998527,0.8782227987676342
54,225,8119,11,2229,387,0.7915503443141634,0.7845960572091225,0.9986469864698647,0.8787747591730707
54,2067,8175,24,2190,357,0.7939698492462312,0.788712011577424,0.9970728137577753,0.8807369101486748
54,4133,8202,18,2162,364,0.7971338172343198,0.7913932844461598,0.9978102189781022,0.8826947912182522
54,6741,8133,23,2203,387,0.7928531546621999,0.7868614551083591,0.9971799901912702,0.8796236210253083
54,9931,8133,17,2222,374,0.791643402196166,0.7854176726219217,0.9979141104294479,0.8790056741421238
54,58146,8131,27,2233,355,0.7896891866741113,0.784542647626399,0.9966903652856092,0.877982939207429
54,79327,8181,20,2185,360,0.7948073701842546,0.7892147404977812,0.9975612730154859,0.8812409112942317
54,3114652,8073,15,2287,371,0.7857807556300018,0.7792471042471042,0.9981454005934718,0.8752168256721595
54,8538320,8103,19,2252,372,0.7886655499720826,0.7825205214872043,0.9976606747106624,0.8770904367592143
55,80,8124,24,2226,372,0.7906197654941374,0.784927536231884,0.9970544918998527,0.8783652286733702
55,225,8117,13,2223,393,0.7919225758421738,0.785009671179884,0.9984009840098401,0.878938819707634
55,2067,8174,25,2186,361,0.794249022892239,0.788996138996139,0.9969508476643493,0.8808664259927798
55,4133,8199,21,2159,367,0.7971338172343198,0.7915620776211624,0.9974452554744525,0.8826569060178706
55,6741,8129,27,2197,393,0.7930392704262051,0.7872361030408677,0.9966895537027954,0.8796667027377989
55,9931,8132,18,2222,374,0.7915503443141634,0.7853969480394051,0.9977914110429448,0.8789450929528752
55,58146,8130,28,2229,359,0.7899683603201191,0.7848247900376484,0.9965677862221133,0.878112005184425
55,79327,8180,21,2182,363,0.7949934859482598,0.7894228913337193,0.9974393366662602,0.8813230620050638
55,3114652,8072,16,2285,373,0.7858738135120045,0.7793762672588588,0.9980217606330366,0.875250745459474
55,8538320,8099,23,2247,377,0.7887586078540852,0.7828146143437077,0.997168185176065,0.8770846870262076
56,80,8125,23,2230,368,0.7903405918481295,0.7846450989859971,0.9971772214040255,0.8782359617359347
56,225,8120,10,2229,387,0.791643402196166,0.7846168711952846,0.998769987699877,0.8788354348179014
56,2067,8178,21,2192,355,0.7940629071282338,0.7886210221793636,0.9974387120380535,0.8808228768377403
56,4133,8204,16,2169,357,0.7966685278243067,0.7908994504964812,0.9980535279805353,0.882482654762545
56,6741,8137,19,2212,378,0.7923878652521869,0.7862595419847328,0.9976704266797449,0.8794379897325048
56,9931,8135,15,2227,369,0.7913642285501582,0.7850801003667246,0.998159509202454,0.8788893690579084
56,58146,8135,23,2235,353,0.7898753024381165,0.7844744455159113,0.997180681539593,0.8781303972366148
56,79327,8185,16,2188,357,0.7949004280662572,0.7890677721006459,0.9980490184123887,0.8813395068375147
56,3114652,8073,15,2292,366,0.7853154662199888,0.7788712011577424,0.9981454005934718,0.8749796781011219
56,8538320,8102,20,2255,369,0.7882933184440722,0.7822728589359853,0.997537552327013,0.8768872774500784
57,80,8125,23,2225,373,0.7908058812581426,0.785024154589372,0.9971772214040255,0.8784733484701049
57,225,8119,11,2225,391,0.7919225758421738,0.7848994586233565,0.9986469864698647,0.878965031936776
57,2067,8175,24,2189,358,0.7940629071282338,0.7887881126978,0.9970728137577753,0.8807843559769433
57,4133,8204,16,2165,361,0.7970407593523171,0.7912045520300897,0.9980535279805353,0.8826725482812416
57,6741,8135,21,2207,383,0.7926670388981947,0.7865983368787468,0.9974252084355076,0.8795545464374527
57,9931,8131,19,2225,371,0.791178112786153,0.7851487060641175,0.9976687116564417,0.8787420296120177
57,58146,8133,25,2233,355,0.7898753024381165,0.7845842176345745,0.9969355234126012,0.8781040811919673
57,79327,8181,20,2187,358,0.7946212544202494,0.7890625,0.9975612730154859,0.8811459960148633
57,3114652,8072,16,2291,367,0.7853154662199888,0.7789250217118595,0.9980217606330366,0.8749661264972087
57,8538320,8098,24,2252,372,0.7882002605620696,0.7824154589371981,0.9970450627924157,0.8767864876569944
58,80,8126,22,2232,366,0.7902475339661269,0.7845143850164125,0.9972999509081983,0.8782016643250837
58,225,8119,11,2231,385,0.7913642285501582,0.7844444444444445,0.9986469864698647,0.8786796536796537
58,2067,8179,20,2197,350,0.7936906756002233,0.7882613723978412,0.9975606781314794,0.8806460296096903
58,4133,8204,16,2174,352,0.7962032384142937,0.7905184043168241,0.9980535279805353,0.8822454027314764
58,6741,8136,20,2216,374,0.7919225758421738,0.785935085007728,0.9975478175576263,0.8791873784309487
58,9931,8137,13,2228,368,0.7914572864321608,0.785045827303425,0.9984049079754601,0.8789630029705644
58,58146,8134,24,2243,345,0.7890377815000931,0.7838488965982461,0.997058102476097,0.8776908551389263
58,79327,8185,16,2196,349,0.7941559650102363,0.7884596859647433,0.9980490184123887,0.8809600688838661
58,3114652,8074,14,2294,364,0.7852224083379862,0.7787422839506173,0.998269040553907,0.8749458170784568
58,8538320,8104,18,2265,359,0.7875488553880514,0.7815604204841354,0.9977837970943118,0.8765345303120436
59,80,8126,22,2228,370,0.7906197654941374,0.7848174618504926,0.9972999509081983,0.8783915252405146
59,225,8119,11,2230,386,0.7914572864321608,0.7845202435017876,0.9986469864698647,0.8787272038530225
59,2067,8178,21,2194,353,0.7938767913642285,0.7884689548785191,0.9974387120380535,0.8807280168003878
59,4133,8203,17,2169,357,0.7965754699423041,0.7908792903972233,0.9979318734793188,0.8824225473321858
59,6741,8135,21,2211,379,0.7922948073701842,0.7862942199884013,0.9974252084355076,0.8793643930385904
59,9931,8137,13,2227,369,0.7915503443141634,0.7851215746815902,0.9984049079754601,0.879010478556768
59,58146,8133,25,2238,350,0.7894100130281034,0.7842059589239225,0.9969355234126012,0.8778671272060016
59,79327,8183,18,2191,354,0.7944351386562442,0.7887989203778677,0.9978051457139373,0.8810767160161508
59,3114652,8073,15,2293,365,0.7852224083379862,0.7787960640555662,0.9981454005934718,0.8749322640078032
59,8538320,8102,20,2257,367,0.788107202680067,0.7821218264311227,0.997537552327013,0.8767923813646447
60,80,8127,21,2233,365,0.7902475339661269,0.7844594594594595,0.9974226804123711,0.8782148260211802
60,225,8121,9,2235,381,0.791178112786153,0.7841830822711472,0.9988929889298893,0.8786108406361571
60,2067,8186,13,2202,345,0.7938767913642285,0.7880246438197921,0.9984144407854616,0.8808306881153495
60,4133,8205,15,2173,353,0.7963893541782989,0.7906147619965311,0.9981751824817519,0.8823529411764706
60,6741,8139,17,2220,370,0.7918295179601712,0.7856935997683174,0.9979156449239823,0.8791790440183634
60,9931,8138,12,2233,363,0.7910850549041504,0.7846880725098834,0.9985276073619632,0.8787862426434858
60,58146,8134,24,2247,341,0.7886655499720826,0.7835468644639245,0.997058102476097,0.8775014833594045
60,79327,8187,14,2196,349,0.7943420807742416,0.7885004334007513,0.9982928911108402,0.8810804993542833
60,3114652,8074,14,2299,359,0.7847571189279732,0.7783669141039237,0.998269040553907,0.8747088456746656
60,8538320,8105,17,2272,352,0.7869905080960358,0.7810542546015226,0.9979069194779611,0.8762635818152332
61,80,8126,22,2231,367,0.7903405918481295,0.7845901322776866,0.9972999509081983,0.8782491218589571
61,225,8121,9,2233,383,0.7913642285501582,0.7843345566930655,0.9988929889298893,0.8787059078121618
61,2067,8182,17,2197,350,0.7939698492462312,0.7883225744291358,0.9979265764117575,0.8808267843686081
61,4133,8204,16,2170,356,0.7965754699423041,0.7908232118758435,0.9980535279805353,0.88243519414865
61,6741,8136,20,2218,372,0.7917364600781687,0.7857832721653467,0.9975478175576263,0.8790923824959481
61,9931,8138,12,2231,365,0.7912711706681556,0.7848394252097599,0.9985276073619632,0.8788811490901237
61,58146,8133,25,2243,345,0.7889447236180904,0.7838280647648419,0.9969355234126012,0.877630301068307
61,79327,8186,15,2193,352,0.7945281965382468,0.7887079680123326,0.9981709547616144,0.8811625403659851
61,3114652,8074,14,2296,362,0.785036292573981,0.7785920925747348,0.998269040553907,0.8748510131108461
61,8538320,8102,20,2268,356,0.7870835659780383,0.7812921890067502,0.997537552327013,0.8762708198139737
62,80,8127,21,2238,360,0.7897822445561139,0.7840810419681621,0.9974226804123711,0.8779776373359262
62,225,8121,9,2240,376,0.7907128233761399,0.7838046520606119,0.9988929889298893,0.8783732626683252
62,2067,8184,15,2205,342,0.7934115019542155,0.7877562806814901,0.9981705085986096,0.880568108457069
62,4133,8205,15,2178,348,0.7959240647682859,0.7902340364056631,0.9981751824817519,0.8821157877761652
62,6741,8138,18,2227,363,0.7910850549041504,0.7851423058369513,0.9977930358018636,0.8787862426434857
62,9931,8140,10,2235,361,0.7910850549041504,0.7845783132530121,0.9987730061349693,0.878812415654521
62,58146,8135,23,2248,340,0.7886655499720826,0.7834922469421169,0.997180681539593,0.8775146971576506
62,79327,8188,13,2202,343,0.7938767913642285,0.7880654475457171,0.9984148274600658,0.8808563283309128
62,3114652,8076,12,2305,353,0.7843848873999628,0.7779597341296599,0.9985163204747775,0.8745465374411175
62,8538320,8107,15,2275,349,0.7868974502140331,0.7808707378154498,0.9981531642452598,0.8762429744920018
63,80,8127,21,2237,361,0.7898753024381165,0.7841566962562717,0.9974226804123711,0.8780250648228176
63,225,8121,9,2238,378,0.7908989391401452,0.7839559803069794,0.9988929889298893,0.8784682784358268
63,2067,8183,16,2200,347,0.793783733482226,0.7881151882885485,0.9980485425051836,0.8807448068022818
63,4133,8204,16,2178,348,0.7958310068862833,0.7902138316316702,0.9980535279805353,0.8820556929362434
63,6741,8136,20,2219,371,0.791643402196166,0.7857073877353935,0.9975478175576263,0.8790448922262439
63,9931,8139,11,2232,364,0.7912711706681556,0.7847844952270755,0.9986503067484662,0.8788942281734248
63,58146,8134,24,2248,340,0.7885724920900801,0.7834713927952225,0.997058102476097,0.8774541531823085
63,79327,8186,15,2199,346,0.7939698492462312,0.7882522869523351,0.9981709547616144,0.8808780802754762
63,3114652,8075,13,2303,355,0.7844779452819653,0.7780882636346117,0.9983926805143423,0.8745803097584752
63,8538320,8106,16,2270,354,0.7872696817420436,0.7812259059367772,0.9980300418616105,0.8764190723321439
64,80,8129,19,2241,357,0.7896891866741113,0.7838958534233366,0.9976681394207167,0.8779565827843179
64,225,8121,9,2246,370,0.7901544760841244,0.7833510176521655,0.9988929889298893,0.8780883386495109
64,2067,8183,16,2207,340,0.7931323283082077,0.7875842155919153,0.9980485425051836,0.8804131475603851
64,4133,8205,15,2185,341,0.7952726595942676,0.789701636188643,0.9981751824817519,0.8817839871037079
64,6741,8138,18,2231,359,0.7907128233761399,0.7848394252097599,0.9977930358018636,0.8785964912280702
64,9931,8140,10,2237,359,0.7908989391401452,0.7844270983906717,0.9987730061349693,0.8787175473633078
64,58146,8139,19,2253,335,0.7885724920900801,0.7831986143187067,0.9976709977935768,0.8775202156334232
64,79327,8189,12,2208,337,0.7934115019542155,0.7876310474175243,0.9985367638092916,0.8806323260565653
64,3114652,8077,11,2315,343,0.7835473664619393,0.7772324865280985,0.9986399604352126,0.874134199134199
64,8538320,8107,15,2283,341,0.7861529871580123,0.7802694898941289,0.9981531642452598,0.8758643042350909
65,80,8128,20,2240,358,0.7896891866741113,0.7839506172839507,0.997545409916544,0.8779434003024412
65,225,8121,9,2243,373,0.7904336497301322,0.7835777692010807,0.9988929889298893,0.8782307775494756
65,2067,8183,16,2206,341,0.7932253861902103,0.7876600250264703,0.9980485425051836,0.8804605121583817
65,4133,8204,16,2183,343,0.7953657174762703,0.7898334456532203,0.9980535279805353,0.8818186703928628
65,6741,8136,20,2226,364,0.7909919970221477,0.7851766068326578,0.9975478175576263,0.8787126039529106
65,9931,8139,11,2237,359,0.7908058812581426,0.7844063222821896,0.9986503067484662,0.8786570225628845
65,58146,8138,20,2250,338,0.7887586078540852,0.7834039276087794,0.9975484187300809,0.8776016391674755
65,79327,8189,12,2205,340,0.7936906756002233,0.7878583798345199,0.9985367638092916,0.8807744017208928
65,3114652,8076,12,2309,349,0.7840126558719523,0.7776600866634569,0.9985163204747775,0.8743571699236724
65,8538320,8105,17,2280,344,0.7862460450400149,0.7804525758305247,0.9979069194779611,0.8758848003458151
66,80,8129,19,2244,354,0.7894100130281034,0.7836691410392365,0.9976681394207167,0.8778143728740349
66,225,8121,9,2253,363,0.7895030709101061,0.7828224407171775,0.9988929889298893,0.8777561608300909
66,2067,8188,11,2212,335,0.7931323283082077,0.7873076923076923,0.9986583729723137,0.8804774450239261
66,4133,8205,15,2191,335,0.794714312302252,0.7892458637937668,0.9981751824817519,0.8814997851310701
66,6741,8137,19,2237,353,0.7900614182021217,0.7843647580489685,0.9976704266797449,0.8782514840798704
66,9931,8140,10,2246,350,0.7900614182021217,0.7837473522048912,0.9987730061349693,0.8782908933966337
66,58146,8141,17,2258,330,0.7882933184440722,0.7828637368977787,0.9979161559205688,0.8774047529234251
66,79327,8189,12,2212,333,0.7930392704262051,0.7873281415248534,0.9985367638092916,0.8804429631222449
66,3114652,8078,10,2316,342,0.7835473664619393,0.7771791418125842,0.9987636003956478,0.874147819500054
66,8538320,8109,13,2286,338,0.7860599292760097,0.78008658008658,0.9983994090125585,0.8758438191931738
67,80,8129,19,2244,354,0.7894100130281034,0.7836691410392365,0.9976681394207167,0.8778143728740349
67,225,8120,10,2251,365,0.7895961287921087,0.7829524636004243,0.998769987699877,0.8777903897086643
67,2067,8185,14,2209,338,0.7931323283082077,0.787473542428324,0.9982924746920356,0.880438874845372
67,4133,8204,16,2187,339,0.7949934859482598,0.7895294004426908,0.9980535279805353,0.8816291440545914
67,6741,8135,21,2233,357,0.7902475339661269,0.7846257716049383,0.9974252084355076,0.8783200172748866
67,9931,8140,10,2246,350,0.7900614182021217,0.7837473522048912,0.9987730061349693,0.8782908933966337
67,58146,8139,19,2256,332,0.7882933184440722,0.782972582972583,0.9976709977935768,0.8773783215652456
67,79327,8188,13,2212,333,0.7929462125442025,0.7873076923076923,0.9984148274600658,0.8803827751196172
67,3114652,8078,10,2315,343,0.7836404243439419,0.7772539209083037,0.9987636003956478,0.8741951193117254
67,8538320,8108,14,2284,340,0.7861529871580123,0.7802155504234026,0.9982762866289091,0.8758777141622556
68,80,8131,17,2248,350,0.7892238972640983,0.783408806243376,0.9979135984290624,0.8777459923355103
68,225,8120,10,2262,354,0.7885724920900801,0.7821229050279329,0.998769987699877,0.8772687986171133
68,2067,8188,11,2216,331,0.7927600967801973,0.7870049980776624,0.9986583729723137,0.8802881255711446
68,4133,8206,14,2198,328,0.7941559650102363,0.7887351018838908,0.9982968369829683,0.8812285223367697
68,6741,8136,20,2239,351,0.7897822445561139,0.7841927710843374,0.9975478175576263,0.8780961631860126
68,9931,8141,9,2252,344,0.7895961287921087,0.7833156932550756,0.9988957055214724,0.8780671951679879
68,58146,8140,18,2259,329,0.788107202680067,0.7827675738051736,0.9977935768570728,0.8772969768820391
68,79327,8189,12,2214,331,0.7928531546621999,0.7871767759300202,0.9985367638092916,0.8803483121909267
68,3114652,8078,10,2324,334,0.7828029034059185,0.7765814266487214,0.9987636003956478,0.8737696051919958
68,8538320,8109,13,2291,333,0.7855946398659966,0.7797115384615385,0.9983994090125585,0.8756073858114676
69,80,8131,17,2248,350,0.7892238972640983,0.783408806243376,0.9979135984290624,0.8777459923355103
69,225,8120,10,2258,358,0.7889447236180904,0.7824243592214299,0.998769987699877,0.8774583963691377
69,2067,8188,11,2214,333,0.7929462125442025,0.787156316093059,0.9986583729723137,0.8803827751196174
69,4133,8205,15,2195,331,0.7943420807742416,0.7889423076923077,0.9981751824817519,0.8813104189044038
69,6741,8136,20,2236,354,0.7900614182021217,0.784419591207096,0.9975478175576263,0.878238341968912
69,9931,8141,9,2252,344,0.7895961287921087,0.7833156932550756,0.9988957055214724,0.8780671951679879
69,58146,8139,19,2259,329,0.7880141447980644,0.7827466820542412,0.9976709977935768,0.8772364733778832
69,79327,8189,12,2214,331,0.7928531546621999,0.7871767759300202,0.9985367638092916,0.8803483121909267
69,3114652,8078,10,2320,338,0.7831751349339289,0.7768801692633198,0.9987636003956478,0.8739586714270259
69,8538320,8109,13,2286,338,0.7860599292760097,0.78008658008658,0.9983994090125585,0.8758438191931738
70,80,8132,16,2255,343,0.7886655499720826,0.7829017040531433,0.9980363279332352,0.8774750472079849
70,225,8121,9,2268,348,0.788107202680067,0.7816921744152469,0.9988929889298893,0.8770451968248826
70,2067,8188,11,2220,327,0.7923878652521869,0.7867025365103766,0.9986583729723137,0.8800988875154512
70,4133,8208,12,2201,325,0.7940629071282338,0.7885483716014987,0.9985401459854014,0.8812067207042782
70,6741,8140,16,2246,344,0.7895030709101061,0.7837473522048912,0.998038254046101,0.8780066875202243
70,9931,8144,6,2259,337,0.7892238972640983,0.782851100644045,0.9992638036809816,0.8779173179539695
70,58146,8142,16,2265,323,0.7877349711520566,0.7823580282502162,0.9980387349840647,0.8771343926743873
70,79327,8190,11,2223,322,0.792108691606179,0.7865168539325843,0.9986587001585172,0.8799828086386591
70,3114652,8078,10,2325,333,0.7827098455239159,0.7765067768912813,0.9987636003956478,0.8737223514142015
70,8538320,8111,11,2299,325,0.785036292573981,0.7791546589817483,0.9986456537798571,0.8753507446578891
71,80,8131,17,2253,345,0.7887586078540852,0.7830315870570108,0.9979135984290624,0.8775091733218218
71,225,8120,10,2265,351,0.7882933184440722,0.7818969667790082,0.998769987699877,0.8771266540642723
71,2067,8187,12,2218,329,0.7924809231341895,0.7868332532436328,0.9985364068788877,0.8801333046656633
71,4133,8207,13,2198,328,0.794249022892239,0.7887554060547813,0.9984184914841849,0.8812885906040268
71,6741,8139,17,2244,346,0.7895961287921087,0.7838774920543196,0.9979156449239823,0.8780408867792221
71,9931,8143,7,2257,339,0.7893169551461009,0.7829807692307692,0.9991411042944786,0.8779514824797844
71,58146,8140,18,2265,323,0.7875488553880514,0.7823161941374339,0.9977935768570728,0.8770134137801002
71,79327,8190,11,2223,322,0.792108691606179,0.7865168539325843,0.9986587001585172,0.8799828086386591
71,3114652,8078,10,2324,334,0.7828029034059185,0.7765814266487214,0.9987636003956478,0.8737696051919958
71,8538320,8110,12,2294,330,0.7854085241019915,0.7795078815840062,0.9985225313962078,0.8755262873798986
72,80,8133,15,2258,340,0.7884794342080774,0.7826965643345203,0.998159057437408,0.8773936026754411
72,225,8121,9,2274,342,0.7875488553880514,0.7812409812409813,0.9988929889298893,0.8767611336032389
72,2067,8190,9,2225,322,0.792108691606179,0.786365818530965,0.9989023051591658,0.8799828086386591
72,4133,8207,13,2204,322,0.7936906756002233,0.7883008356545961,0.9984184914841849,0.8810047769845957
72,6741,8141,15,2251,339,0.7891308393820957,0.7833910700538876,0.9981608631682197,0.8778304938537848
72,9931,8145,5,2265,331,0.7887586078540852,0.7824207492795389,0.9993865030674847,0.8776939655172414
72,58146,8142,16,2269,319,0.7873627396240461,0.7820574392469504,0.9980387349840647,0.8769454467122624
